fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.900,0.490,0.190,1.700,0.079,13.000,26.000,0.995,3.380,0.640,9.800,6
9.300,0.480,0.290,2.100,0.127,6.000,16.000,0.997,3.220,0.720,11.200,5
7.700,0.600,0.000,2.600,0.055,7.000,13.000,0.996,3.380,0.560,10.800,5
7.000,0.805,0.000,2.500,0.068,7.000,20.000,0.997,3.480,0.560,9.600,5
5.600,0.850,0.050,1.400,0.045,12.000,88.000,0.992,3.560,0.820,12.900,8
8.800,0.470,0.490,2.900,0.085,17.000,110.000,0.998,3.290,0.600,9.800,5
8.700,0.780,0.510,1.700,0.415,12.000,66.000,0.996,3.000,1.170,9.200,5
8.400,0.560,0.040,2.000,0.082,10.000,22.000,0.998,3.220,0.440,9.600,5
9.700,0.660,0.340,2.600,0.094,12.000,88.000,0.998,3.260,0.660,10.100,5
13.300,0.430,0.580,1.900,0.070,15.000,40.000,1.000,3.060,0.490,9.000,5
7.300,0.340,0.330,2.500,0.064,21.000,37.000,0.995,3.350,0.770,12.100,7
8.900,0.480,0.240,2.850,0.094,35.000,106.000,0.998,3.100,0.530,9.200,5
9.800,0.340,0.390,1.400,0.066,3.000,7.000,0.995,3.190,0.550,11.400,7
10.200,0.330,0.460,1.900,0.081,6.000,9.000,0.996,3.100,0.480,10.400,6
10.700,0.900,0.340,6.600,0.112,23.000,99.000,1.003,3.220,0.680,9.300,5
7.000,0.570,0.020,2.000,0.072,17.000,26.000,0.996,3.360,0.610,10.200,5
7.700,0.965,0.100,2.100,0.112,11.000,22.000,0.996,3.260,0.500,9.500,5
13.300,0.340,0.520,3.200,0.094,17.000,53.000,1.001,3.050,0.810,9.500,6
8.000,0.770,0.320,2.100,0.079,16.000,74.000,0.997,3.270,0.500,9.800,6
6.400,0.885,0.000,2.300,0.166,6.000,12.000,0.996,3.560,0.510,10.800,5
9.300,0.390,0.440,2.100,0.107,34.000,125.000,0.998,3.140,1.220,9.500,5
8.800,0.610,0.300,2.800,0.088,17.000,46.000,0.998,3.260,0.510,9.300,4
5.600,0.500,0.090,2.300,0.049,17.000,99.000,0.994,3.630,0.630,13.000,5
10.200,0.400,0.400,2.500,0.068,41.000,54.000,0.998,3.380,0.860,10.500,6
11.200,0.400,0.500,2.000,0.099,19.000,50.000,0.998,3.100,0.580,10.400,5
9.200,0.530,0.240,2.600,0.078,28.000,139.000,0.998,3.210,0.570,9.500,5
6.600,0.440,0.090,2.200,0.063,9.000,18.000,0.994,3.420,0.690,11.300,6
9.000,0.820,0.050,2.400,0.081,26.000,96.000,0.998,3.360,0.530,10.000,5
7.300,0.590,0.260,7.200,0.070,35.000,121.000,0.998,3.370,0.490,9.400,5
8.700,0.520,0.090,2.500,0.091,20.000,49.000,0.998,3.340,0.860,10.600,7
6.400,0.360,0.210,2.200,0.047,26.000,48.000,0.997,3.470,0.770,9.700,6
10.000,0.730,0.430,2.300,0.059,15.000,31.000,0.997,3.150,0.570,11.000,5
9.600,0.560,0.310,2.800,0.089,15.000,46.000,0.998,3.110,0.920,10.000,6
6.200,0.360,0.240,2.200,0.095,19.000,42.000,0.995,3.570,0.570,11.700,6
9.500,0.885,0.270,2.300,0.084,31.000,145.000,0.998,3.240,0.530,9.400,5
6.200,0.440,0.390,2.500,0.077,6.000,14.000,0.996,3.510,0.690,11.000,6
6.200,0.640,0.090,2.500,0.081,15.000,26.000,0.995,3.570,0.630,12.000,5
6.200,0.460,0.170,1.600,0.073,7.000,11.000,0.994,3.610,0.540,11.400,5
5.600,0.605,0.050,2.400,0.073,19.000,25.000,0.993,3.560,0.550,12.900,5
9.800,1.240,0.340,2.000,0.079,32.000,151.000,0.998,3.150,0.530,9.500,5
10.400,0.330,0.630,2.800,0.084,5.000,22.000,1.000,3.260,0.740,11.200,7
11.500,0.540,0.710,4.400,0.124,6.000,15.000,0.998,3.010,0.830,11.800,7
8.400,0.560,0.080,2.100,0.105,16.000,44.000,0.996,3.130,0.520,11.000,5
7.600,0.735,0.020,2.500,0.071,10.000,14.000,0.995,3.510,0.710,11.700,7
6.000,0.510,0.000,2.100,0.064,40.000,54.000,0.995,3.540,0.930,10.700,6
9.000,0.785,0.240,1.700,0.078,10.000,21.000,0.997,3.290,0.670,10.000,5
6.700,0.860,0.070,2.000,0.100,20.000,57.000,0.996,3.600,0.740,11.700,6
10.000,0.350,0.450,2.500,0.092,20.000,88.000,0.999,3.150,0.430,9.400,5
5.600,0.620,0.030,1.500,0.080,6.000,13.000,0.995,3.660,0.620,10.100,4
9.600,0.880,0.280,2.400,0.086,30.000,147.000,0.998,3.240,0.530,9.400,5
13.400,0.270,0.620,2.600,0.082,6.000,21.000,1.000,3.160,0.670,9.700,6
9.000,0.480,0.320,2.800,0.084,21.000,122.000,0.998,3.320,0.620,9.400,5
9.800,0.660,0.390,3.200,0.083,21.000,59.000,0.999,3.370,0.710,11.500,7
7.500,0.580,0.030,4.100,0.080,27.000,46.000,0.996,3.020,0.470,9.200,5
7.600,0.360,0.310,1.700,0.079,26.000,65.000,0.997,3.460,0.620,9.500,6
7.300,0.550,0.030,1.600,0.072,17.000,42.000,0.996,3.370,0.480,9.000,4
5.600,0.615,0.000,1.600,0.089,16.000,59.000,0.994,3.580,0.520,9.900,5
8.000,0.420,0.170,2.000,0.073,6.000,18.000,0.997,3.290,0.610,9.200,6
7.900,0.330,0.230,1.700,0.077,18.000,45.000,0.996,3.290,0.650,9.300,5
10.000,0.690,0.110,1.400,0.084,8.000,24.000,0.996,2.880,0.470,9.700,5
7.800,0.530,0.010,1.600,0.077,3.000,19.000,0.995,3.160,0.460,9.800,5
7.400,0.635,0.100,2.400,0.080,16.000,33.000,0.997,3.580,0.690,10.800,7
7.800,0.560,0.190,2.100,0.081,15.000,105.000,0.996,3.330,0.540,9.500,5
9.000,0.530,0.490,1.900,0.171,6.000,25.000,0.998,3.270,0.610,9.400,6
7.500,0.410,0.150,3.700,0.104,29.000,94.000,0.998,3.140,0.580,9.100,5
6.600,0.570,0.020,2.100,0.115,6.000,16.000,0.997,3.380,0.690,9.500,5
8.700,0.630,0.280,2.700,0.096,17.000,69.000,0.997,3.260,0.630,10.200,6
10.900,0.530,0.490,4.600,0.118,10.000,17.000,1.000,3.070,0.560,11.700,6
7.800,0.560,0.190,2.000,0.081,17.000,108.000,0.996,3.320,0.540,9.500,5
7.100,0.620,0.060,1.300,0.070,5.000,12.000,0.994,3.170,0.480,9.800,5
7.100,0.340,0.280,2.000,0.082,31.000,68.000,0.997,3.450,0.480,9.400,5
8.400,0.635,0.360,2.000,0.089,15.000,55.000,0.997,3.310,0.570,10.400,4
11.600,0.475,0.400,1.400,0.091,6.000,28.000,0.997,3.070,0.650,10.033,6
12.500,0.460,0.490,4.500,0.070,26.000,49.000,0.998,3.050,0.570,9.600,4
10.000,0.490,0.200,11.000,0.071,13.000,50.000,1.002,3.160,0.690,9.200,6
8.500,0.180,0.510,1.750,0.071,45.000,88.000,0.995,3.330,0.760,11.800,7
6.900,0.670,0.060,2.100,0.080,8.000,33.000,0.998,3.680,0.710,9.600,5
9.100,0.290,0.330,2.050,0.063,13.000,27.000,0.995,3.260,0.840,11.700,7
6.300,0.680,0.010,3.700,0.103,32.000,54.000,0.996,3.510,0.660,11.300,6
7.800,0.910,0.070,1.900,0.058,22.000,47.000,0.995,3.510,0.430,10.700,6
8.200,0.280,0.600,3.000,0.104,10.000,22.000,0.998,3.390,0.680,10.600,5
7.600,0.550,0.210,2.200,0.071,7.000,28.000,0.996,3.280,0.550,9.700,5
7.900,0.340,0.360,1.900,0.065,5.000,10.000,0.994,3.270,0.540,11.200,7
10.500,0.590,0.490,2.100,0.070,14.000,47.000,0.999,3.300,0.560,9.600,4
10.500,0.260,0.470,1.900,0.078,6.000,24.000,0.998,3.180,1.040,10.900,7
8.300,0.600,0.130,2.600,0.085,6.000,24.000,0.998,3.310,0.590,9.200,6
8.800,0.450,0.430,1.400,0.076,12.000,21.000,0.996,3.210,0.750,10.200,6
7.700,0.230,0.370,1.800,0.046,23.000,60.000,0.997,3.410,0.710,12.100,6
11.200,0.280,0.560,1.900,0.075,17.000,60.000,0.998,3.160,0.580,9.800,6
7.100,0.685,0.350,2.000,0.088,9.000,92.000,0.996,3.280,0.620,9.400,5
8.800,0.460,0.450,2.600,0.065,7.000,18.000,0.995,3.320,0.790,14.000,6
9.300,0.610,0.260,3.400,0.090,25.000,87.000,1.000,3.240,0.620,9.700,5
7.400,0.660,0.000,1.800,0.075,13.000,40.000,0.998,3.510,0.560,9.400,5
6.800,0.610,0.040,1.500,0.057,5.000,10.000,0.995,3.420,0.600,9.500,5
10.600,0.310,0.490,2.500,0.067,6.000,21.000,0.999,3.260,0.860,10.700,6
6.400,0.640,0.210,1.800,0.081,14.000,31.000,0.997,3.590,0.660,9.800,5
7.300,0.450,0.360,5.900,0.074,12.000,87.000,0.998,3.330,0.830,10.500,5
9.300,0.715,0.240,2.100,0.070,5.000,20.000,0.997,3.120,0.590,9.900,5
7.700,0.580,0.100,1.800,0.102,28.000,109.000,0.996,3.080,0.490,9.800,6
8.300,0.715,0.150,1.800,0.089,10.000,52.000,0.997,3.230,0.770,9.500,5
7.200,0.330,0.330,1.700,0.061,3.000,13.000,0.996,3.230,1.100,10.000,8
6.300,1.020,0.000,2.000,0.083,17.000,24.000,0.994,3.590,0.550,11.200,4
8.600,0.800,0.110,2.300,0.084,12.000,31.000,0.998,3.400,0.480,9.900,5
9.100,0.210,0.370,1.600,0.067,6.000,10.000,0.996,3.230,0.580,11.100,7
8.400,0.360,0.320,2.200,0.081,32.000,79.000,0.996,3.300,0.720,11.000,6
7.400,0.360,0.340,1.800,0.075,18.000,38.000,0.993,3.380,0.880,13.600,7
6.400,0.630,0.210,1.600,0.080,12.000,32.000,0.997,3.580,0.660,9.800,5
6.000,0.540,0.060,1.800,0.050,38.000,89.000,0.992,3.300,0.500,10.550,6
12.300,0.500,0.490,2.200,0.089,5.000,14.000,1.000,3.190,0.440,9.600,5
7.300,0.690,0.320,2.200,0.069,35.000,104.000,0.996,3.330,0.510,9.500,5
7.500,0.420,0.310,1.600,0.080,15.000,42.000,0.998,3.310,0.640,9.000,5
7.100,0.750,0.010,2.200,0.059,11.000,18.000,0.992,3.390,0.400,12.800,6
8.200,0.280,0.600,3.000,0.104,10.000,22.000,0.998,3.390,0.680,10.600,5
11.500,0.450,0.500,3.000,0.078,19.000,47.000,1.000,3.260,1.110,11.000,6
7.400,0.360,0.290,2.600,0.087,26.000,72.000,0.996,3.390,0.680,11.000,5
15.600,0.685,0.760,3.700,0.100,6.000,43.000,1.003,2.950,0.680,11.200,7
9.600,0.770,0.120,2.900,0.082,30.000,74.000,0.999,3.300,0.640,10.400,6
6.200,0.650,0.060,1.600,0.050,6.000,18.000,0.993,3.570,0.540,11.950,5
8.300,0.330,0.420,2.300,0.070,9.000,20.000,0.994,3.380,0.770,12.700,7
7.000,0.550,0.130,2.200,0.075,15.000,35.000,0.996,3.360,0.590,9.700,6
8.600,0.420,0.390,1.800,0.068,6.000,12.000,0.995,3.350,0.690,11.700,8
7.700,0.960,0.200,2.000,0.047,15.000,60.000,0.996,3.360,0.440,10.900,5
5.000,1.040,0.240,1.600,0.050,32.000,96.000,0.993,3.740,0.620,11.500,5
7.900,0.720,0.170,2.600,0.096,20.000,38.000,0.998,3.400,0.530,9.500,5
9.900,0.500,0.500,13.800,0.205,48.000,82.000,1.002,3.160,0.750,8.800,5
8.300,0.300,0.490,3.800,0.090,11.000,24.000,0.995,3.270,0.640,12.100,7
10.100,0.450,0.230,1.900,0.082,10.000,18.000,0.998,3.220,0.650,9.300,6
7.400,0.360,0.300,1.800,0.074,17.000,24.000,0.994,3.240,0.700,11.400,8
6.000,0.500,0.040,2.200,0.092,13.000,26.000,0.996,3.460,0.470,10.000,5
9.000,0.820,0.140,2.600,0.089,9.000,23.000,0.998,3.390,0.630,9.800,5
10.400,0.520,0.450,2.000,0.080,6.000,13.000,0.998,3.220,0.760,11.400,6
8.400,0.360,0.320,2.200,0.081,32.000,79.000,0.996,3.300,0.720,11.000,6
5.900,0.440,0.000,1.600,0.042,3.000,11.000,0.994,3.480,0.850,11.700,6
7.900,0.400,0.300,1.800,0.157,2.000,45.000,0.997,3.310,0.910,9.500,6
7.500,0.520,0.110,1.500,0.079,11.000,39.000,0.997,3.420,0.580,9.600,5
8.400,0.665,0.610,2.000,0.112,13.000,95.000,0.997,3.160,0.540,9.100,5
10.600,0.310,0.490,2.200,0.063,18.000,40.000,0.998,3.140,0.510,9.800,6
6.900,0.400,0.140,2.400,0.085,21.000,40.000,0.997,3.430,0.630,9.700,6
8.000,0.725,0.240,2.800,0.083,10.000,62.000,0.997,3.350,0.560,10.000,6
7.600,0.430,0.290,2.100,0.075,19.000,66.000,0.997,3.400,0.640,9.500,5
7.200,0.250,0.370,2.500,0.063,11.000,41.000,0.994,3.520,0.800,12.400,7
9.900,0.630,0.240,2.400,0.077,6.000,33.000,0.997,3.090,0.570,9.400,5
6.700,0.280,0.280,2.400,0.012,36.000,100.000,0.991,3.260,0.390,11.700,7
11.600,0.410,0.580,2.800,0.096,25.000,101.000,1.000,3.130,0.530,10.000,5
6.900,0.550,0.150,2.200,0.076,19.000,40.000,0.996,3.410,0.590,10.100,5
7.300,0.670,0.020,2.200,0.072,31.000,92.000,0.996,3.320,0.680,11.067,6
10.900,0.370,0.580,4.000,0.071,17.000,65.000,0.999,3.220,0.780,10.100,5
7.500,0.570,0.080,2.600,0.089,14.000,27.000,0.996,3.300,0.590,10.400,6
9.000,0.800,0.120,2.400,0.083,8.000,28.000,0.998,3.330,0.650,10.400,6
6.900,0.630,0.020,1.900,0.078,18.000,30.000,0.997,3.400,0.750,9.800,5
7.400,0.785,0.190,5.200,0.094,19.000,98.000,0.997,3.160,0.520,9.567,6
8.700,0.540,0.260,2.500,0.097,7.000,31.000,0.998,3.270,0.600,9.300,6
9.200,0.310,0.360,2.200,0.079,11.000,31.000,0.996,3.330,0.860,12.000,7
7.100,0.220,0.490,1.800,0.039,8.000,18.000,0.993,3.390,0.560,12.400,6
10.200,0.490,0.630,2.900,0.072,10.000,26.000,0.997,3.160,0.780,12.500,7
8.400,0.715,0.200,2.400,0.076,10.000,38.000,0.997,3.310,0.640,9.400,5
10.800,0.450,0.330,2.500,0.099,20.000,38.000,0.998,3.240,0.710,10.800,5
11.900,0.580,0.660,2.500,0.072,6.000,37.000,0.999,3.050,0.560,10.000,5
10.000,0.580,0.220,1.900,0.080,9.000,32.000,0.997,3.130,0.550,9.500,5
7.800,0.760,0.040,2.300,0.092,15.000,54.000,0.997,3.260,0.650,9.800,5
7.900,0.600,0.060,1.600,0.069,15.000,59.000,0.996,3.300,0.460,9.400,5
7.900,0.530,0.240,2.000,0.072,15.000,105.000,0.996,3.270,0.540,9.400,6
8.600,0.370,0.650,6.400,0.080,3.000,8.000,0.998,3.270,0.580,11.000,5
11.100,0.390,0.540,2.700,0.095,21.000,101.000,1.000,3.130,0.510,9.500,5
9.400,0.590,0.140,2.000,0.084,25.000,48.000,0.998,3.140,0.560,9.700,5
12.800,0.615,0.660,5.800,0.083,7.000,42.000,1.002,3.070,0.730,10.000,7
7.500,0.520,0.400,2.200,0.060,12.000,20.000,0.995,3.260,0.640,11.800,6
7.000,0.490,0.490,5.600,0.060,26.000,121.000,0.997,3.340,0.760,10.500,5
7.400,0.350,0.330,2.400,0.068,9.000,26.000,0.995,3.360,0.600,11.900,6
7.900,0.430,0.210,1.600,0.106,10.000,37.000,0.997,3.170,0.910,9.500,5
8.200,0.200,0.430,2.500,0.076,31.000,51.000,0.997,3.530,0.810,10.400,6
7.100,0.360,0.300,1.600,0.080,35.000,70.000,0.997,3.440,0.500,9.400,5
6.800,0.640,0.030,2.300,0.075,14.000,31.000,0.995,3.360,0.580,10.400,6
7.200,0.390,0.440,2.600,0.066,22.000,48.000,0.995,3.300,0.840,11.500,6
7.700,0.915,0.120,2.200,0.143,7.000,23.000,0.996,3.350,0.650,10.200,7
7.400,0.680,0.160,1.800,0.078,12.000,39.000,0.998,3.500,0.700,9.900,6
8.400,0.560,0.040,2.000,0.082,10.000,22.000,0.998,3.220,0.440,9.600,5
9.200,0.920,0.240,2.600,0.087,12.000,93.000,1.000,3.480,0.540,9.800,5
7.200,0.380,0.380,2.800,0.068,23.000,42.000,0.994,3.340,0.720,12.900,7
6.800,0.690,0.000,5.600,0.124,21.000,58.000,1.000,3.460,0.720,10.200,5
9.000,0.380,0.410,2.400,0.103,6.000,10.000,0.996,3.130,0.580,11.900,7
9.400,0.340,0.370,2.200,0.075,5.000,13.000,0.998,3.220,0.620,9.200,5
6.300,0.390,0.160,1.400,0.080,11.000,23.000,0.996,3.340,0.560,9.300,5
8.900,0.430,0.450,1.900,0.052,6.000,16.000,0.995,3.350,0.700,12.500,6
10.200,0.240,0.490,2.400,0.075,10.000,28.000,0.998,3.140,0.610,10.400,5
8.700,0.290,0.520,1.600,0.113,12.000,37.000,0.997,3.250,0.580,9.500,5
7.800,0.410,0.680,1.700,0.467,18.000,69.000,0.997,3.080,1.310,9.300,5
9.100,0.785,0.000,2.600,0.093,11.000,28.000,0.999,3.360,0.860,9.400,6
7.700,0.620,0.040,3.800,0.084,25.000,45.000,0.998,3.340,0.530,9.500,5
5.300,0.715,0.190,1.500,0.161,7.000,62.000,0.994,3.620,0.610,11.000,5
8.200,0.570,0.260,2.200,0.060,28.000,65.000,0.996,3.300,0.430,10.100,5
7.300,1.070,0.090,1.700,0.178,10.000,89.000,0.996,3.300,0.570,9.000,5
7.700,0.390,0.120,1.700,0.097,19.000,27.000,0.996,3.160,0.490,9.400,5
6.800,0.360,0.320,1.800,0.067,4.000,8.000,0.993,3.360,0.550,12.800,7
7.700,0.690,0.220,1.900,0.084,18.000,94.000,0.996,3.310,0.480,9.500,5
8.000,0.600,0.220,2.100,0.080,25.000,105.000,0.996,3.300,0.490,9.900,5
7.600,0.715,0.000,2.100,0.068,30.000,35.000,0.995,3.480,0.650,11.400,6
7.300,0.490,0.100,2.600,0.068,4.000,14.000,0.996,3.300,0.470,10.500,5
4.600,0.520,0.150,2.100,0.054,8.000,65.000,0.993,3.900,0.560,13.100,4
11.500,0.420,0.480,2.600,0.077,8.000,20.000,0.999,3.090,0.530,11.000,5
9.300,0.400,0.490,2.500,0.085,38.000,142.000,0.998,3.220,0.550,9.400,5
9.700,0.295,0.400,1.500,0.073,14.000,21.000,0.996,3.140,0.510,10.900,6
7.200,0.660,0.030,2.300,0.078,16.000,86.000,0.997,3.530,0.570,9.700,5
12.200,0.450,0.490,1.400,0.075,3.000,6.000,0.997,3.130,0.630,10.400,5
8.300,1.020,0.020,3.400,0.084,6.000,11.000,0.999,3.480,0.490,11.000,3
10.300,0.270,0.240,2.100,0.072,15.000,33.000,0.996,3.220,0.660,12.800,6
7.500,0.570,0.020,2.600,0.077,11.000,35.000,0.996,3.360,0.620,10.800,6
13.200,0.460,0.520,2.200,0.071,12.000,35.000,1.001,3.100,0.560,9.000,6
10.000,0.290,0.400,2.900,0.098,10.000,26.000,1.001,3.480,0.910,9.700,5
6.800,0.410,0.310,8.800,0.084,26.000,45.000,0.998,3.380,0.640,10.100,6
11.600,0.475,0.400,1.400,0.091,6.000,28.000,0.997,3.070,0.650,10.033,6
7.200,0.600,0.040,2.500,0.076,18.000,88.000,0.997,3.530,0.550,9.500,5
6.300,0.510,0.130,2.300,0.076,29.000,40.000,0.996,3.420,0.750,11.000,6
8.800,0.400,0.400,2.200,0.079,19.000,52.000,0.998,3.440,0.640,9.200,5
9.100,0.300,0.340,2.000,0.064,12.000,25.000,0.995,3.260,0.840,11.700,7
8.600,0.490,0.290,2.000,0.110,19.000,133.000,0.997,2.930,1.980,9.800,5
8.300,0.490,0.360,1.800,0.222,6.000,16.000,0.998,3.180,0.600,9.500,6
6.200,0.600,0.080,2.000,0.090,32.000,44.000,0.995,3.450,0.580,10.500,5
7.600,0.550,0.210,2.200,0.071,7.000,28.000,0.996,3.280,0.550,9.700,5
11.400,0.260,0.440,3.600,0.071,6.000,19.000,0.999,3.120,0.820,9.300,6
5.100,0.470,0.020,1.300,0.034,18.000,44.000,0.992,3.900,0.620,12.800,6
12.600,0.380,0.660,2.600,0.088,10.000,41.000,1.001,3.170,0.680,9.800,6
7.300,0.365,0.490,2.500,0.088,39.000,106.000,0.997,3.360,0.780,11.000,5
7.400,0.610,0.010,2.000,0.074,13.000,38.000,0.997,3.480,0.650,9.800,5
6.900,0.510,0.230,2.000,0.072,13.000,22.000,0.994,3.400,0.840,11.200,6
7.200,0.730,0.020,2.500,0.076,16.000,42.000,0.997,3.440,0.520,9.300,5
11.600,0.410,0.540,1.500,0.095,22.000,41.000,0.997,3.020,0.760,9.900,7
8.600,0.520,0.380,1.500,0.096,5.000,18.000,0.997,3.200,0.520,9.400,5
7.800,0.560,0.190,1.800,0.104,12.000,47.000,0.996,3.190,0.930,9.500,5
9.800,0.500,0.340,2.300,0.094,10.000,45.000,0.999,3.240,0.600,9.700,7
7.500,0.490,0.200,2.600,0.332,8.000,14.000,0.997,3.210,0.900,10.500,6
8.200,0.340,0.380,2.500,0.080,12.000,57.000,0.998,3.300,0.470,9.000,6
9.000,0.620,0.040,1.900,0.146,27.000,90.000,0.998,3.160,0.700,9.400,5
7.000,0.430,0.360,1.600,0.089,14.000,37.000,0.996,3.340,0.560,9.200,6
6.600,0.610,0.010,1.900,0.080,8.000,25.000,0.997,3.690,0.730,10.500,5
6.600,0.500,0.040,2.100,0.068,6.000,14.000,0.996,3.390,0.640,9.400,6
7.500,0.580,0.200,2.000,0.073,34.000,44.000,0.995,3.100,0.430,9.300,5
9.100,0.470,0.490,2.600,0.094,38.000,106.000,0.998,3.080,0.590,9.100,5
9.300,0.320,0.570,2.000,0.074,27.000,65.000,0.997,3.280,0.790,10.700,5
8.000,0.180,0.370,0.900,0.049,36.000,109.000,0.990,2.890,0.440,12.700,6
7.600,0.490,0.330,1.900,0.074,27.000,85.000,0.997,3.410,0.580,9.000,5
8.800,0.330,0.410,5.900,0.073,7.000,13.000,0.997,3.300,0.620,12.100,7
11.100,0.310,0.530,2.200,0.060,3.000,10.000,0.996,3.020,0.830,10.900,7
6.800,0.610,0.200,1.800,0.077,11.000,65.000,0.997,3.540,0.580,9.300,5
7.200,0.415,0.360,2.000,0.081,13.000,45.000,0.997,3.480,0.640,9.200,5
8.700,0.460,0.310,2.500,0.126,24.000,64.000,0.997,3.100,0.740,9.600,5
5.600,0.500,0.090,2.300,0.049,17.000,99.000,0.994,3.630,0.630,13.000,5
6.200,0.450,0.200,1.600,0.069,3.000,15.000,0.996,3.410,0.560,9.200,5
7.000,0.600,0.300,4.500,0.068,20.000,110.000,0.999,3.300,1.170,10.200,5
8.100,0.575,0.220,2.100,0.077,12.000,65.000,0.997,3.290,0.510,9.200,5
7.800,0.550,0.000,1.700,0.070,7.000,17.000,0.997,3.260,0.640,9.400,6
9.500,0.460,0.490,6.300,0.064,5.000,17.000,0.999,3.210,0.730,11.000,6
10.400,0.440,0.420,1.500,0.145,34.000,48.000,0.998,3.380,0.860,9.900,3
10.600,0.280,0.390,15.500,0.069,6.000,23.000,1.003,3.120,0.660,9.200,5
7.800,0.630,0.480,1.700,0.100,14.000,96.000,0.996,3.190,0.620,9.500,5
7.700,0.530,0.060,1.700,0.074,9.000,39.000,0.996,3.350,0.480,9.800,6
